lahmanID,playerID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameNote,nameGiven,nameNick,weight,height,bats,throws,debut,finalGame,college,lahman40ID,lahman45ID,retroID,holtzID,bbrefID
368,arroylu01,,,1927,2,18,P.R.,,Penuelas,,,,,,,Luis,Arroyo,,Luis Enrique,,178,68,L,L,4/20/1955,5/28/1963,,arroylu01,arroylu01,arrol101,arroylu01,arroylu01
369,arroyru01,,,1950,6,19,USA,NY,New York,,,,,,,Rudy,Arroyo,,Rudolph,,195,74,L,L,6/1/1971,6/24/1971,,arroyru01,arroyru01,arror101,arroyru01,arroyru01
370,arundha01,,,1855,2,,USA,PA,Philadelphia,1904,3,25,USA,OH,Cleveland,Harry,Arundel,,Harry,,145,66,,R,7/19/1875,10/10/1884,,arundha01,arundha01,arunh101,arundha01,arundha01
371,arundtu01,,,1862,6,30,USA,NY,Romulus,1912,9,5,USA,NY,Auburn,Tug,Arundel,,John Thomas,,175,70,,,5/23/1882,9/27/1888,,arundtu01,arundtu01,arunt101,arundtu01,arundtu01
372,asadora01,,,1962,10,20,USA,CA,Fresno,,,,,,,Randy,Asadoor,,Randall Carl,,185,73,R,R,9/14/1986,10/5/1986,Fresno State,asadora01,asadora01,asadr001,asadora01,asadora01
373,asbelji01,,,1914,6,22,USA,TX,Dallas,1967,7,6,USA,CA,San Mateo,Jim,Asbell,,James Marion,Big Train,195,72,R,R,5/8/1938,10/2/1938,,asbelji01,asbelji01,asbej101,asbelji01,asbelji01
374,asbjoca01,,,1909,6,19,USA,MA,Concord,1970,1,21,USA,PA,Williamsport,Casper,Asbjornson,Name Changed To Asby,Robert Anthony,,196,73,R,R,9/17/1928,8/31/1932,,asbjoca01,asbjoca01,asbjc101,asbjoca01,asbjoca01
375,ashke01,,,1901,9,16,USA,WV,Anmoore,1979,11,15,USA,WV,Clarksburg,Ken,Ash,,Kenneth Lowther,,165,71,R,R,4/17/1925,9/26/1930,,ashke01,ashke01,ash-k101,ashke01,ashke01
376,ashburi01,,ashburi01h,1927,3,19,USA,NE,Tilden,1997,9,9,USA,NY,New York,Richie,Ashburn,,Don Richard,"Whitey,Put Put",170,70,L,R,4/20/1948,9/30/1962,,ashburi01,ashburi01,ashbr101,ashburi01,ashburi01
377,ashbyal01,,,1951,7,8,USA,CA,Long Beach,,,,,,,Alan,Ashby,,Alan Dean,,185,74,B,R,7/3/1973,5/9/1989,Los Angeles Harbor JC,ashbyal01,ashbyal01,ashba001,ashbyal01,ashbyal01
378,ashbyan01,,,1967,7,11,USA,MO,Kansas City,,,,,,,Andy,Ashby,,Andrew Jason,,180,73,R,R,6/10/1991,9/14/2004,Crowder (MO) JC,ashbyan01,ashbyan01,ashba002,ashbyan01,ashbyan01
379,ashfotu01,,,1954,12,4,USA,TN,Memphis,,,,,,,Tucker,Ashford,,Thomas Steven,,195,73,R,R,9/21/1976,5/14/1984,Shelby St. CC,ashfotu01,ashfotu01,ashft001,ashfotu01,ashfotu01
380,ashlebi01,,,1970,7,11,USA,MI,Trenton,,,,,,,Billy,Ashley,,Billy Manual,,220,79,R,R,9/1/1992,7/30/1998,,ashlebi01,ashlebi01,ashlb001,ashlebi01,ashlebi01
381,asmusto01,,,1878,9,26,USA,IL,Chicago,1963,8,21,USA,IL,Arlington Heights,Tom,Asmussen,,Thomas William,,,71,,R,8/10/1907,8/19/1907,,asmusto01,asmusto01,asmut101,asmusto01,asmusto01
382,asprobo01,,,1938,6,19,USA,NY,Brooklyn,,,,,,,Bob,Aspromonte,,Robert Thomas,,170,74,R,R,9/19/1956,9/28/1971,,asprobo01,asprobo01,asprb101,asprobo01,asprobo01
383,asproke01,asproke01m,,1931,9,22,USA,NY,Brooklyn,,,,,,,Ken,Aspromonte,,Kenneth Joseph,,180,72,R,R,9/2/1957,6/21/1963,,asproke01,asproke01,asprk101,asproke01,asproke01
384,asselbr01,,,1953,9,23,USA,CA,Santa Barbara,,,,,,,Brian,Asselstine,,Brian Hanly,,175,73,L,R,9/14/1976,10/3/1981,Allan Hancock JC,asselbr01,asselbr01,asseb101,asselbr01,asselbr01
385,assenpa01,,,1960,12,10,USA,MI,Detroit,,,,,,,Paul,Assenmacher,,Paul Andre,,195,75,L,L,4/12/1986,10/3/1999,Aquinas,assenpa01,assenpa01,assep001,assenpa01,assenpa01
386,astacpe01,,,1969,11,28,D.R.,,Hato Mayor,,,,,,,Pedro,Astacio,,Pedro Julio (Pura),,174,74,R,R,7/3/1992,9/27/2006,,astacpe01,astacpe01,astap001,astacpe01,astacpe01
387,astrojo01,,,1922,9,1,USA,IL,East Alton,,,,,,,Joe,Astroth,,Joseph Henry,,187,69,R,R,8/13/1945,5/13/1956,,astrojo01,astrojo01,astrj101,astrojo01,astrojo01
388,atchlju01,,,1973,9,5,USA,WA,Sedro Woolley,,,,,,,Justin,Atchley,,,,215,75,L,L,4/7/2001,7/12/2001,,atchlju01,atchlju01,atchj001,atchlju01,atchlju01
389,atherch01,,,1874,11,19,USA,NJ,New Brunswick,1934,12,19,Austria,,Vienna,Charlie,Atherton,,Charles Morgan Herbert,Prexy,160,70,R,R,5/30/1899,8/22/1899,,atherch01,atherch01,athec101,atherch01,atherch01
390,atherke01,,,1959,2,19,USA,VA,Newport News,,,,,,,Keith,Atherton,,Keith Rowe,,200,76,R,R,7/14/1983,8/5/1989,,atherke01,atherke01,athek001,atherke01,atherke01
391,atkinja01,,,1921,3,10,USA,AL,Birmingham,,,,,,,James,Atkins,,James Curtis,,205,75,L,R,9/29/1950,5/10/1952,,atkinja01,atkinja01,atkij101,atkinja01,atkinja01
392,atkinto01,,,1887,12,9,USA,NE,Ponca,1956,5,7,USA,OH,Cleveland,Tommy,Atkins,,Francis Montgomery,,165,70,L,L,10/2/1909,9/28/1910,,atkinto01,atkinto01,atkit101,atkinto01,atkinto01
393,atkinal01,,,1861,3,9,USA,IL,Clinton,1952,6,17,USA,MO,Elkhorn Township,Al,Atkinson,,Albert Wright,,165,71,R,R,5/1/1884,8/13/1887,,atkinal01,atkinal01,atkia101,atkinal01,atkinal01
394,atkinbi01,,,1954,10,4,CAN,ON,Chatham,,,,,,,Bill,Atkinson,,William Cecil Glenn,,165,67,L,R,9/18/1976,9/26/1979,,atkinbi01,atkinbi01,atkib101,atkinbi01,atkinbi01
395,atkined01,,,1851,,,USA,MD,Baltimore,,,,,,,Ed,Atkinson,,Edward,,,,,,10/22/1873,10/23/1873,,atkined01,atkined01,atkie101,atkined01,atkined01
396,atkinle01,,,1906,6,2,USA,IL,Chicago,1961,2,12,USA,IL,Chicago,Lefty,Atkinson,,Hubert Burley,,149,66,L,L,8/5/1927,8/5/1927,,atkinle01,atkinle01,atkil101,atkinle01,atkinle01
397,attredi01,,,1897,4,8,USA,IL,Chicago,1964,7,5,USA,IL,Chicago,Dick,Attreau,,Richard Gilbert,,160,72,L,L,9/14/1926,9/28/1927,,attredi01,attredi01,attrd101,attredi01,attredi01
398,atwelto01,,,1924,3,8,USA,VA,Leesburg,2003,1,25,USA,VA,Purcellville,Toby,Atwell,,Maurice Dailey,,185,69,L,R,4/15/1952,9/28/1956,,atwelto01,atwelto01,atwet101,atwelto01,atwelto01
399,atwoobi01,,,1911,9,25,USA,GA,Rome,1993,9,14,USA,TX,Snyder,Bill,Atwood,,William Franklin,,190,71,R,R,4/15/1936,9/29/1940,,atwoobi01,atwoobi01,atwob101,atwoobi01,atwoobi01
400,atzja01,,,1879,7,1,USA,DC,Washington,1945,5,22,USA,LA,New Orleans,Jake,Atz,born Jacob Henry Atz,John Jacob,,160,69,R,R,9/24/1902,9/30/1909,,atzja01,atzja01,atz-j101,atzja01,atzja01
401,aubreha01,,,1881,7,5,USA,MO,St. Joseph,1953,9,18,USA,MD,Baltimore,Harry,Aubrey,,Harry Herbert,Chub,130,67,R,R,4/22/1903,9/27/1903,,aubreha01,aubreha01,aubrc101,aubreha01,aubreha01
402,aucoide01,,,1970,3,27,CAN,PQ,Lachine,,,,,,,Derek,Aucoin,,Derek Alfred,,235,79,R,R,5/21/1996,5/25/1996,Douglass,aucoide01,aucoide01,aucod001,aucoide01,aucoide01
403,auderi01,,,1971,7,13,USA,CA,Van Nuys,,,,,,,Rich,Aude,,Richard Thomas,,180,77,R,R,9/9/1993,5/15/1996,,auderi01,auderi01,auder001,auderi01,auderi01
404,auerbri01,,,1950,2,15,USA,CA,Woodland Hills,,,,,,,Rick,Auerbach,,Frederick Steven,,165,72,R,R,4/13/1971,8/12/1981,,auerbri01,auerbri01,auerr101,auerbri01,auerbri01
405,augusdo01,,,1963,7,3,USA,CA,Inglewood,,,,,,,Don,August,,Donald Glenn,,190,75,R,R,6/2/1988,10/1/1991,Chapman,augusdo01,augusdo01,augud001,augusdo01,augusdo01
406,augusda01,,,1949,11,28,USA,WV,Follansbee,,,,,,,Dave,Augustine,,David Ralph,,174,74,R,R,9/3/1973,10/2/1974,,augusda01,augusda01,augud101,augusda01,augusda01
407,augusje01,,,1952,7,24,USA,WI,Kewaunee,,,,,,,Jerry,Augustine,,Gerald Lee,,183,72,L,L,9/9/1975,4/11/1984,Wisconsin-La Crosse,augusje01,augusje01,auguj001,augusje01,augusje01
408,aukerel01,,,1910,9,21,USA,KS,Norcatur,2006,8,4,USA,FL,Vero Beach,Elden,Auker,,Elden Le Roy,"Submarine,Big Six",194,74,R,R,8/10/1933,9/20/1942,,aukerel01,aukerel01,aukee101,aukerel01,aukerel01
409,auldsle01,,,1920,12,28,USA,LA,Farmerville,1999,10,13,USA,TX,Hondo,Leslie,Aulds,,Leycester Doyle,Tex,185,74,R,R,5/25/1947,6/22/1947,,auldsle01,auldsle01,auldt101,auldsle01,auldsle01
410,aultdo01,,,1950,3,9,USA,TX,Beaumont,2004,12,22,USA,FL,Tarpon Springs,Doug,Ault,,Douglas Reagan,,200,75,R,L,9/9/1976,10/5/1980,Texas Tech,aultdo01,aultdo01,aultd101,aultdo01,aultdo01
411,aurilri01,,,1971,9,2,USA,NY,Brooklyn,,,,,,,Rich,Aurilia,,Richard Santo,,170,72,R,R,9/6/1995,,St. John's,aurilri01,aurilri01,aurir001,aurilri01,aurilri01
412,ausanjo01,,,1965,12,9,USA,NY,Kingston,,,,,,,Joe,Ausanio,,Joseph John,,205,73,R,R,7/14/1994,9/15/1995,Jacksonville,ausanjo01,ausanjo01,ausaj001,ausanjo01,ausanjo01
413,ausmubr01,,,1969,4,14,USA,CT,New Haven,,,,,,,Brad,Ausmus,,Bradley David,,190,71,R,R,7/28/1993,,,ausmubr01,ausmubr01,ausmb001,ausmubr01,ausmubr01
414,austde01,,,1940,11,25,USA,NE,Tecumseh,,,,,,,Dennis,Aust,,Dennis Kay,,180,71,R,R,9/6/1965,5/7/1966,,austde01,austde01,austd101,austde01,austde01
415,austihe01,,,1844,10,,USA,NY,Brooklyn,1904,11,2,USA,NY,Amityville,Henry,Austin,,Henry C.,,,,,,4/28/1873,8/7/1873,,austihe01,austihe01,austh101,austihe01,austihe01
416,austije01,,,1976,10,19,USA,CA,San Bernardino,,,,,,,Jeff,Austin,,,,185,72,R,R,6/26/2001,5/28/2003,Stanford,austije01,austije01,austj002,austije01,austije01
417,austiji02,,,1963,12,7,USA,VA,Farmville,,,,,,,Jim,Austin,,James Parker,,200,74,R,R,7/4/1991,7/20/1993,Virginia Commonwealth,austiji02,austiji02,austj001,austiji02,austiji02
418,austiji01,austiji01m,austiji01h,1879,12,8,Wales,,Swansea,1965,3,6,USA,CA,Laguna Beach,Jimmy,Austin,,James Philip,Pepper,155,67,B,R,4/19/1909,10/6/1929,,austiji01,austiji01,austj101,austiji01,austiji01
419,austiri01,,,1946,10,27,USA,WA,Seattle,,,,,,,Rick,Austin,,Rick Gerald,,190,76,R,L,6/21/1970,6/27/1976,,austiri01,austiri01,austr101,austiri01,austiri01
420,autryal01,,,1952,2,29,USA,CA,Modesto,,,,,,,Al,Autry,,Albert,,225,77,R,R,9/14/1976,9/14/1976,,autryal01,autryal01,autra101,autryal01,autryal01
421,autrych01,,,1885,1,2,USA,TN,Humboldt,1976,1,16,USA,CA,Santa Rosa,Chick,Autry,,William Askew,,168,71,L,L,9/18/1907,10/7/1909,,autrych01,autrych01,autrc101,autrych01,autrych01
422,autrych02,,,1903,3,5,USA,TX,Martindale,1950,1,26,USA,GA,Savannah,Chick,Autry,,Martin Gordon,,180,72,R,R,4/20/1924,9/18/1930,,autrych02,autrych02,autrc102,autrych02,autrych02
423,avenbr01,,,1972,3,4,USA,TX,Orange,,,,,,,Bruce,Aven,,David Bruce,,180,69,R,R,8/27/1997,5/27/2002,Lamar CC,avenbr01,avenbr01,avenb001,avenbr01,avenbr01
424,averiea01,,averiea01h,1902,5,21,USA,WA,Snohomish,1983,8,16,USA,WA,Everett,Earl,Averill,,Howard Earl,"Rock,The Earl of Snohomish",172,69,L,R,4/16/1929,4/25/1941,,averiea01,averiea01,avere101,averiea01,averiea01
425,averiea02,,,1931,9,9,USA,OH,Cleveland,,,,,,,Earl,Averill,,Earl Douglas,,185,70,R,R,4/19/1956,9/26/1963,,averiea02,averiea02,avere102,averiea02,averiea02
426,averyst01,,,1970,4,14,USA,MI,Trenton,,,,,,,Steve,Avery,,Steven Thomas,,180,76,L,L,6/13/1990,7/20/2003,,averyst01,averyst01,avers001,averyst01,averyst01
427,avilabo01,,,1924,4,2,Mexico,30,Veracruz,2004,10,26,Mexico,30,Veracruz,Bobby,Avila,,Roberto Francisco (Gonzales),,175,70,R,R,4/30/1949,9/29/1959,,avilabo01,avilabo01,avilb101,avilabo01,avilabo01
428,avilera01,,,1952,1,22,P.R.,,Manati,,,,,,,Ramon,Aviles,,Ramon Antonio (Miranda),,155,69,R,R,7/10/1977,10/4/1981,Puerto Rico,avilera01,avilera01,avilr101,avilera01,avilera01
429,avreaja01,,,1920,7,6,USA,TX,Cleburne,1987,6,26,USA,TX,Dallas,Jay,Avrea,,James Epherium,,175,73,R,R,4/22/1950,5/6/1950,,avreaja01,avreaja01,avrej101,avreaja01,avreaja01
430,ayalabe01,,,1951,2,7,P.R.,,Yauco,,,,,,,Benny,Ayala,,Benigno (Felix),,185,73,R,R,8/27/1974,10/2/1985,,ayalabe01,ayalabe01,ayalb001,ayalabe01,ayalabe01
431,ayalabo01,,,1969,7,8,USA,CA,Ventura,,,,,,,Bobby,Ayala,,Robert Joseph,,190,74,R,R,9/5/1992,10/2/1999,,ayalabo01,ayalabo01,ayalb002,ayalabo01,ayalabo01
432,aybarma01,,,1972,5,4,D.R.,,Bani,,,,,,,Manuel,Aybar,,Manuel Antonio,,175,73,R,R,8/4/1997,6/10/2005,,aybarma01,aybarma01,aybam001,aybarma01,aybarma01
433,aydelja01,,,1861,7,6,USA,IN,North Manchester,1926,10,22,USA,MI,Detroit,Jake,Aydelott,,Jacob Stuart,,180,72,L,R,5/15/1884,7/12/1886,,aydelja01,aydelja01,aydej101,aydelja01,aydelja01
434,ayersbi01,,,1919,9,27,USA,GA,Newnan,1980,9,24,USA,GA,Newnan,Bill,Ayers,,William Oscar,,185,75,R,R,4/17/1947,7/13/1947,,ayersbi01,ayersbi01,ayerb101,ayersbi01,ayersbi01
435,ayersdo01,,,1891,5,21,USA,VA,Snake Creek,1968,5,26,USA,VA,Pulaski,Doc,Ayers,,Yancey Wyatt,,185,73,R,R,9/9/1913,5/21/1921,,ayersdo01,ayersdo01,ayerd101,ayersdo01,ayersdo01
436,aylwadi01,,,1925,6,4,USA,MD,Baltimore,1983,6,11,USA,CA,Spring Valley,Dick,Aylward,,Richard John,Dandy,190,72,R,R,5/1/1953,5/20/1953,,aylwadi01,aylwadi01,aylwd101,aylwadi01,aylwadi01
437,ayraubo01,,,1966,4,27,USA,CA,South Lake Tahoe,,,,,,,Bob,Ayrault,,Robert Cunningham,,230,76,R,R,6/7/1992,7/25/1993,UNLV,ayraubo01,ayraubo01,ayrab001,ayraubo01,ayraubo01
438,ayraujo01,,,1971,10,8,USA,MI,Rochester,,,,,,,Joe,Ayrault,,Joseph Allen,,190,75,R,R,9/1/1996,9/29/1996,,ayraujo01,ayraujo01,ayraj001,ayraujo01,ayraujo01
439,azcuejo01,,,1939,8,18,Cuba,,Cienfuegos,,,,,,,Joe,Azcue,,Jose Joaquin (Lopez),The Immortal Azcue,190,72,R,R,8/3/1960,9/29/1972,,azcuejo01,azcuejo01,azcuj101,azcuejo01,azcuejo01
440,azocaos01,,,1965,2,21,Venezuela,,Soro,,,,,,,Oscar,Azocar,,Oscar Gregorio,,170,73,L,L,7/17/1990,10/4/1992,,azocaos01,azocaos01,azoco001,azocaos01,azocaos01
441,babbch01,,,1873,2,20,USA,OR,Milwaukie,1954,3,19,USA,OR,Portland,Charlie,Babb,,Charles Amos,,165,70,B,R,4/17/1903,9/2/1905,,babbch01,babbch01,babbc101,babbch01,babbch01
442,babcobo01,,,1949,8,25,USA,PA,New Castle,,,,,,,Bob,Babcock,,Robert Ernest,,210,77,R,R,7/22/1979,6/11/1981,Beaver County CC,babcobo01,babcobo01,babcb101,babcobo01,babcobo01
443,babelo01,,,1928,1,11,USA,IA,Pisgah,1984,2,14,USA,NE,Omaha,Loren,Babe,,Loren Rolland,Bee Bee,180,70,L,R,8/19/1952,9/27/1953,,babelo01,babelo01,babel101,babelo01,babelo01
444,babicjo01,,,1913,5,14,USA,CA,Albion,2001,1,19,,,,Johnny,Babich,,John Charles,,185,73,R,R,6/19/1934,8/28/1941,,babicjo01,babicjo01,babij101,babicjo01,babicjo01
445,babinch01,,,1895,5,4,USA,RI,Cranston,1957,3,22,USA,RI,Providence,Charlie,Babington,,Charles Percy,,170,72,R,R,7/20/1915,9/26/1915,,babinch01,babinch01,babic101,babinch01,babinch01
446,babitsh01,,,1959,3,9,USA,CA,Oakland,,,,,,,Shooty,Babitt,,Mack Neal,,174,68,R,R,4/9/1981,9/4/1981,Alameda CC,babitsh01,babitsh01,babis101,babitsh01,babitsh01
447,backmle01,,,1888,3,20,USA,OH,Cleves,1975,11,8,USA,OH,Cincinnati,Les,Backman,,Lester John,,195,72,R,R,7/3/1909,8/28/1910,,backmle01,backmle01,backl101,backmle01,backmle01
448,backmwa01,,,1959,9,22,USA,OR,Hillsboro,,,,,,,Wally,Backman,,Walter Wayne,,160,69,B,R,9/2/1980,5/14/1993,,backmwa01,backmwa01,backw001,backmwa01,backmwa01
449,baconed01,,,1895,4,8,USA,KY,Frankfort,1963,10,2,USA,KY,Louisville,Eddie,Bacon,,Edgar Suter,,,,,,8/13/1917,8/20/1917,,baconed01,baconed01,bacoe101,baconed01,baconed01
450,bacsimi01,,,1952,4,1,USA,TX,Dallas,,,,,,,Mike,Bacsik,,Michael James,,180,74,R,R,6/15/1975,8/9/1980,Trinity,bacsimi01,bacsimi01,bacsm101,bacsimi01,bacsimi01
451,bacsimi02,,,1977,11,11,USA,TX,Dallas,,,,,,,Mike,Bacsik,,,,190,75,L,L,8/5/2001,9/30/2007,,bacsimi02,bacsimi02,bacsm001,bacsimi02,bacsimi02
452,baczefr01,,,1926,5,15,USA,MN,St. Paul,1976,11,14,USA,CA,Culver City,Fred,Baczewski,,Frederic John,Lefty,185,74,L,L,4/26/1953,4/16/1955,,baczefr01,baczefr01,baczf101,baczefr01,baczefr01
453,baderar01,,,1886,9,21,USA,MO,St. Louis,1957,4,5,USA,MO,St.Louis,Art,Bader,,Arthur Herman,,170,70,R,R,8/2/1904,8/3/1904,,baderar01,baderar01,badea101,baderar01,baderar01
454,baderlo01,,,1888,4,27,USA,IL,Bader,1973,6,2,USA,KS,LeRoy,Lore,Bader,,Lore Verne,King,175,72,L,R,9/30/1912,7/18/1918,,baderlo01,baderlo01,badek101,baderlo01,baderlo01
455,badgrre01,,,1902,12,1,USA,WA,Orillia,1998,7,13,USA,WA,Kent,Red,Badgro,,Morris Hiram,,190,72,L,R,6/20/1929,9/18/1930,,badgrre01,badgrre01,badgr101,badgrre01,badgrre01
456,baeched01,,,1907,5,15,USA,OK,Paden,1957,8,15,USA,IL,Grafton,Ed,Baecht,,Edward Joseph,,195,75,R,R,4/24/1926,9/3/1937,,baeched01,baeched01,baece101,baeched01,baeched01
457,baergca01,,baergca01h,1968,11,4,P.R.,,Santurce,,,,,,,Carlos,Baerga,,Carlos Obed (Ortiz),,165,71,B,R,4/14/1990,9/30/2005,,baergca01,baergca01,baerc001,baergca01,baergca01
458,baezbe01,,,1977,5,6,D.R.,,Bonao,,,,,,,Benito,Baez,,,,160,72,L,L,8/25/2001,10/5/2001,,baezbe01,baezbe01,baezb001,baezbe01,baezbe01
459,baezda01,,,1977,9,10,Cuba,,Pinar Del Rio,,,,,,,Danys,Baez,,Denis (Gonzalez),,225,75,R,R,5/13/2001,,,baezda01,baezda01,baezd001,baezda01,baezda01
460,baezda01,,,1953,12,31,D.R.,,San Cristobal,,,,,,,Jose,Baez,born Jose Antonio Mota (Baez),Jose Antonio,,160,68,R,R,4/6/1977,6/6/1978,,baezjo01,baezjo01,baezj101,baezjo01,baezjo01
461,baezke01,,,1967,1,10,USA,NY,Brooklyn,,,,,,,Kevin,Baez,,Kevin Richard,,160,72,R,R,9/3/1990,10/3/1993,Dominican,baezke01,baezke01,baezk001,baezke01,baezke01
462,bagbyji01,,,1889,10,5,USA,GA,Barnett,1954,7,28,USA,GA,Marietta,Jim,Bagby,,James Charles Jacob (Sr.),Sarge,170,72,B,R,4/22/1912,9/7/1923,,bagbyji01,bagbyji01,bagbj101,bagbyji01,bagbyji01
463,bagbyji02,,,1916,9,8,USA,OH,Cleveland,1988,9,2,USA,GA,Marietta,Jim,Bagby,,James Charles Jacob (Jr.),,170,74,R,R,4/18/1938,9/25/1947,,bagbyji02,bagbyji02,bagbj102,bagbyji02,bagbyji02
464,bagwebi01,,,1895,2,24,USA,LA,Choudrant,1976,10,5,USA,LA,Choudrant,Bill,Bagwell,,William Mallory,Big Bill,175,73,L,L,4/17/1923,9/26/1925,,bagwebi01,bagwebi01,bagwb101,bagwebi01,bagwebi01
465,bagweje01,,bagweje01h,1968,5,27,USA,MA,Boston,,,,,,,Jeff,Bagwell,,Jeffrey Robert,BagPipes,195,72,R,R,4/8/1991,10/2/2005,Hartford,bagweje01,bagweje01,bagwj001,bagweje01,bagweje01
466,bahnsst01,,bahnsst01h,1944,12,15,USA,IA,Council Bluffs,,,,,,,Stan,Bahnsen,,Stanley Raymond,Bahnsen Burner,185,74,R,R,9/9/1966,10/2/1982,,bahnsst01,bahnsst01,bahns101,bahnsst01,bahnsst01
467,bahred01,,,1919,10,16,CAN,SK,Rouleau,2007,4,6,USA,WA,Fall City,Ed,Bahr,,Edson Garfield,,172,73,R,R,5/1/1946,7/4/1947,,bahred01,bahred01,bahre101,bahred01,bahred01
468,bahrefr01,,,1858,,,USA,NY,Poughkeepsie,1888,3,30,USA,NY,Poughkeepsie,Frank,Bahret,,Frank F.,,184,73,,,4/17/1884,4/22/1884,,bahrefr01,bahrefr01,bahrf101,bahrefr01,bahrefr01
469,baichgr01,,,1890,1,7,USA,IL,Toledo,1946,6,30,USA,CA,San Jose,Grover,Baichley,,Grover Cleveland,,165,68,R,R,8/24/1914,9/4/1914,,baichgr01,baichgr01,baicg101,baichgr01,baichgr01
470,bailesc01,,,1961,12,18,USA,OH,Chillicothe,,,,,,,Scott,Bailes,,Scott Alan,,170,74,L,L,4/9/1986,9/27/1998,SW Missouri St,bailesc01,bailesc01,bails001,bailesc01,bailesc01
471,bailebi01,,,1888,4,12,USA,AR,Fort Smith,1926,11,2,USA,TX,Houston,Bill,Bailey,,William F.,,165,71,L,L,9/17/1907,6/26/1922,,bailebi01,bailebi01,bailb101,bailebi01,bailebi01
472,bailebi02,,,1881,11,19,USA,OH,Shawnee,1967,10,27,USA,WA,Seattle,Bill,Bailey,,Harry Lewis,,170,70,L,R,4/21/1911,5/27/1911,,bailebi02,bailebi02,bailb102,bailebi02,bailebi02
473,bailebo01,,bailebo01h,1942,10,13,USA,CA,Long Beach,,,,,,,Bob,Bailey,,Robert Sherwood,,180,73,R,R,9/14/1962,10/2/1978,,bailebo01,bailebo01,bailb103,bailebo01,bailebo01
474,baileco01,,,1971,1,24,USA,IL,Marion,,,,,,,Cory,Bailey,,Phillip Cory,,195,72,R,R,9/1/1993,7/3/2002,,baileco01,baileco01,bailc001,baileco01,baileco01
475,baileed01,,,1931,4,15,USA,TN,Strawberry Plains,2007,3,23,USA,TN,Knoxville,Ed,Bailey,,Lonas Edgar (Jr.),,205,74,L,R,9/26/1953,4/26/1966,,baileed01,baileed01,baile101,baileed01,baileed01
476,bailefr01,,,1895,8,16,USA,WV,Mount Hope,1972,8,16,USA,WV,Huntington,Fred,Bailey,,Frederick Middleton,Penny,150,71,L,L,8/19/1916,4/27/1918,,bailefr01,bailefr01,bailf101,bailefr01,bailefr01
477,bailege01,,,1893,11,25,USA,TX,Pearsall,1973,11,14,USA,TX,Houston,Gene,Bailey,,Arthur Eugene,,160,68,R,R,9/10/1917,6/3/1924,,bailege01,bailege01,bailg101,bailege01,bailege01
478,baileha01,,,1876,11,24,USA,MI,Adrian,1922,7,10,USA,OH,Toledo,Harvey,Bailey,,Harvey Francis,,160,72,,L,6/30/1899,5/21/1900,,baileha01,baileha01,bailh102,baileha01,baileha01
479,baileho01,,,1957,7,31,USA,MI,Grand Haven,,,,,,,Howard,Bailey,,Howard L,,195,72,R,L,4/12/1981,10/1/1983,Grand Valley State,baileho01,baileho01,bailh101,baileho01,baileho01
480,baileji01,,,1934,12,16,USA,TN,Strawberry Plains,,,,,,,Jim,Bailey,,James Hopkins,,210,74,B,L,9/10/1959,9/20/1959,,baileji01,baileji01,bailj101,baileji01,baileji01
481,baileki01,,,1870,11,,USA,VA,,1917,11,19,USA,GA,Macon,King,Bailey,,Linwood C.,,185,72,L,L,9/21/1895,9/21/1895,,baileki01,baileki01,bailk101,baileki01,baileki01
482,bailema01,,,1961,11,4,USA,MO,Springfield,,,,,,,Mark,Bailey,,John Mark,,195,77,B,R,4/27/1984,8/22/1992,SW Missouri St,bailema01,bailema01,bailm001,bailema01,bailema01
483,bailero01,,,1970,10,3,USA,FL,Chattahoochee,,,,,,,Roger,Bailey,,Charles Roger,,180,73,R,R,4/27/1995,9/24/1997,Florida State,bailero01,bailero01,bailr001,bailero01,bailero01
484,bailest01,,,1942,2,12,USA,NY,Bronx,,,,,,,Steve,Bailey,,Steven John,,194,73,R,R,4/14/1967,9/26/1968,,bailest01,bailest01,bails102,bailest01,bailest01
485,bailesw01,,,1895,2,12,USA,IL,Joliet,1939,9,27,USA,IL,Joliet,Sweetbreads,Bailey,,Abraham Lincoln,,184,72,R,R,5/23/1919,6/11/1921,,bailesw01,bailesw01,bails101,bailesw01,bailesw01
486,bailobo01,,bailobo01h,1951,7,10,USA,PA,Connellsville,,,,,,,Bob,Bailor,,Robert Michael,,170,71,R,R,9/6/1975,10/6/1985,Cal Berkeley,bailobo01,bailobo01,bailb001,bailobo01,bailobo01
487,bainlo01,,,1922,7,4,USA,MN,Staples,1996,11,24,USA,WI,Chetek,Loren,Bain,,Herbert Loren,,190,72,R,R,6/23/1945,7/4/1945,,bainlo01,bainlo01,bainl101,bainlo01,bainlo01
488,baineha01,,baineha01h,1959,3,15,USA,MD,Easton,,,,,,,Harold,Baines,,Harold Douglas,,175,74,L,L,4/10/1980,9/27/2001,,baineha01,baineha01,bainh001,baineha01,baineha01
489,bairdo01,,,1949,8,22,USA,OH,Defiance,,,,,,,Doug,Bair,,Charles Douglas,,170,72,R,R,9/13/1976,10/3/1990,Bowling Green State,bairdo01,bairdo01,baird001,bairdo01,bairdo01
